Well ID,S.No,STATE,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb)
#N/A,8656,Uttar Pradesh,Siddharth Nagar,Khesraha H.Q.,Khesraha,27.0728,82.9872,2021,7.65,628,0,323,14,0,0,0,260,40,38,16,2.1,0.7,32,,
#N/A,8657,Uttar Pradesh,Sitapur,Mahmudabad,Block Office,27.3034,81.1235,2021,8.05,404,0,220,21,5.4,0,0,170,48,12,17,4.8,0.24,28,,
#N/A,8658,Uttar Pradesh,Sitapur,Rampur Mathura,Block Office,27.3637,81.3179,2021,7.97,496,0,281,14,14,0,0,200,60,12,25,2.7,0,19,,
#N/A,8659,Uttar Pradesh,Sitapur,Rewsa,Block Office,27.5486,81.2106,2021,7.76,588,0,317,21,9.2,0,0,190,44,19,51,3.7,0.21,28,,
#N/A,8660,Uttar Pradesh,Sitapur,Behta,Block Office,27.7304,81.1436,2021,7.48,725,0,317,50,56,0,0,280,60,31,42,10,0,26,,
#N/A,8661,Uttar Pradesh,Sitapur,Sakran,Block Office,27.5731,81.0601,2021,7.79,651,0,317,35,22,0,0,200,44,22,59,5.8,0.22,34,,
#N/A,8662,Uttar Pradesh,Sitapur,Biswan,Block Office,27.4843,80.9915,2021,7.77,386,0,232,7.1,5,0,0,170,32,22,15,3.1,0,39,,
#N/A,8663,Uttar Pradesh,Sitapur,Pahala,Block Office,27.3732,81.0618,2021,7.84,327,0,183,14,6.6,0,0,150,32,17,10,3,0,39,,
#N/A,8664,Uttar Pradesh,Sitapur,Sidhauli,Block Office,27.2829,80.8295,2021,7.39,813,0,366,71,35,14,0,350,40,60,42,5.5,0,38,,
#N/A,8665,Uttar Pradesh,Sitapur,Gondlamau,Block Office,27.3486,80.6526,2021,7.85,581,0,305,21,11,0,0,250,40,36,15,5.1,0.6,36,,
#N/A,8666,Uttar Pradesh,Sitapur,Machhreta,Block Office,27.4223,80.6436,2021,8.36,521,36,122,64,26,5,0,160,16,29,52,4.6,0,32,,
#N/A,8667,Uttar Pradesh,Sitapur,Misrikh,Block Office,27.4433,80.534,2021,7.83,810,0,329,78,22,0,0,170,24,26,98,6.1,0,29,,
#N/A,8668,Uttar Pradesh,Sitapur,Pisawan,Block Office,27.5886,80.4026,2021,7.81,441,0,232,14,25,0,0,190,28,29,22,4.9,0,30,,
#N/A,8669,Uttar Pradesh,Sitapur,Mohol,Block Office,27.6646,80.4725,2021,8.39,411,48,134,14,5,0,0,180,16,34,14,4.3,0.29,33,,
#N/A,8670,Uttar Pradesh,Sitapur,Aliya,Block Office,27.6777,80.653,2021,8.09,680,0,268,50,43,25,0,250,16,50,36,30,0.3,33,,
#N/A,8671,Uttar Pradesh,Sitapur,Hargaon,Block Office,27.7667,80.7282,2021,7.62,632,0,268,64,32,0,0,290,44,43,23,5.1,0.38,33,,
#N/A,8672,Uttar Pradesh,Sitapur,Laharpur,Block Office,27.7201,80.894,2021,7.54,479,0,207,43,23,0,0,220,52,22,9,4.9,0,34,,
#N/A,8673,Uttar Pradesh,Sitapur,Khairabad,Block Office,27.5333,80.7475,2021,8.14,396,0,220,14,9.4,0,0,180,60,7,13,4.3,0.97,34,,
#N/A,8674,Uttar Pradesh,Sitapur,Parsendi,Block Office,27.5803,80.8428,2021,7.73,498,0,281,14,5,0,0,200,16,38,19,4.3,0.52,34,,
#N/A,8675,Uttar Pradesh,Sitapur,Kasmanda,Block Office,27.3862,80.8179,2021,7.97,436,0,207,14,26,0,0,200,40,24,5,3.8,0.39,28,,
#N/A,8676,Uttar Pradesh,Sonbhadra,Babhani,In primise of block office,23.9503,83.0769,2021,7.85,938,0,232,78,91,163,0,280,44,41,80,1.2,0.97,60,,
#N/A,8677,Uttar Pradesh,Sonbhadra,Chatara,In primise of block office,24.6636,83.2456,2021,7.86,506,0,183,43,17,22,0,190,28,29,34,1.1,0.25,32,,
#N/A,8678,Uttar Pradesh,Sonbhadra,Chopan,Beside primise of block office b,24.5133,83.0231,2021,7.41,1459,0,256,142,161,134,0,440,72,62,103,2,0.14,34,,
#N/A,8679,Uttar Pradesh,Sonbhadra,Dudhi,In primise of block office,24.2144,83.2356,2021,7.66,1052,0,403,50,56,33,0,250,28,43,117,0.52,0.56,36,,
#N/A,8680,Uttar Pradesh,Sonbhadra,Ghorwal,In primise of block office,24.7494,82.8436,2021,7.57,498,0,268,14,8.2,8.4,0,210,24,36,32,0.77,0.38,22,,
#N/A,8681,Uttar Pradesh,Sonbhadra,Myorpur,In primise of block office,24.1367,83.0547,2021,8.04,398,0,171,28,27,0.36,0,130,24,17,44,0.33,1.3,35,,
#N/A,8682,Uttar Pradesh,Sonbhadra,Nagawa,In primise of block office,24.7194,83.3197,2021,7.54,420,0,207,28,1,3.7,0,180,36,22,16,1.9,0.32,11,,
#N/A,8683,Uttar Pradesh,Sonbhadra,Robertsganj,In primise of block office,24.6564,83.0586,2021,8,589,0,183,71,29,4.8,0,150,28,19,71,0.78,0.16,18,,
#N/A,8684,Uttar Pradesh,Sultanpur,Sultanpur,H/P located just outside PWD i,26.2665,82.0827,2021,8.19,417,0,244,21,5.3,8.5,0,170,17,31,31,2.9,1.1,28,,
#N/A,8685,Uttar Pradesh,Sultanpur,Akhand Nagar,H/P located on the tiraha dostp,26.203,82.5794,2021,8.11,471,0,305,7.1,1.2,0,0,190,21,34,32,4,0.82,28,,
#N/A,8686,Uttar Pradesh,Sultanpur,Amethi,H/P located in the Devi patar te,26.1567,81.8084,2021,8.11,1712,0,464,177,144,64,0,330,17,70,237,6.6,0.81,28,,
#N/A,8687,Uttar Pradesh,Sultanpur,Baldirai,H/P locatedclose to canal on pa,26.4713,81.8981,2021,8.17,391,0,220,7.1,20,2.5,0,190,55,14,15,4.2,1.1,23,,
#N/A,8688,Uttar Pradesh,Sultanpur,Bhadaiyau,HP located within BDO office,26.2061,82.1363,2021,7.94,456,0,244,14,17,6.3,0,220,13,46,8,3.5,1.2,26,,
#N/A,8689,Uttar Pradesh,Sultanpur,Bhadar,H/P located near Amethi-Durga,26.116,81.9487,2021,8.49,664,30,305,21,26,0.69,0,90,13,14,93,4,1.1,28,,
#N/A,8690,Uttar Pradesh,Sultanpur,Bhetya,H/P located in panchayat office,26.2106,81.8752,2021,8.6,1055,36,470,57,39,8.7,0,130,8.4,26,185,7.8,0.76,31,,
#N/A,8691,Uttar Pradesh,Sultanpur,Dhanpatganj,H/P located in front of Jr.high s,26.4421,82.0337,2021,7.95,511,0,305,14,4.2,2.9,0,205,25,41,31,3.7,0.87,28,,
#N/A,8692,Uttar Pradesh,Sultanpur,Dostpur,H/P located opp.suraj cycle ser,26.27,82.4665,2021,8.34,575,24,293,14,19,2.5,0,130,13,24,68,4.1,0.79,32,,
#N/A,8693,Uttar Pradesh,Sultanpur,Dubeypur,H/P located in the panchayant,26.2388,82.0361,2021,8.4,488,30,220,14,14,8.5,0,105,8.4,20,52,4.1,1,27,,
#N/A,8694,Uttar Pradesh,Sultanpur,Gauriganj,H/P located on the other side o,26.2062,81.6869,2021,7.84,607,0,268,60,25,0,0,215,34,32,51,6.8,0.74,29,,
#N/A,8695,Uttar Pradesh,Sultanpur,Jagdishpur,H/P located near NHS,26.4562,81.6292,2021,7.85,1341,0,403,142,104,16,0,270,38,43,176,5.6,0.74,31,,
#N/A,8696,Uttar Pradesh,Sultanpur,Jagdishpur,Lat. 26.455200 Long. 81.6338,26.4552,81.6339,2021,7.86,686,0,329,21,37,0,0,180,38,22,71,4.2,1.1,30,,
#N/A,8697,Uttar Pradesh,Sultanpur,Jagdishpur,Lat. 26.457027 Long. 81.6268,26.457,81.6268,2021,7.76,2147,0,403,255,204,134,0,300,76,29,322,6.6,0.93,29,,
#N/A,8698,Uttar Pradesh,Sultanpur,Jaisinghpur,H/P located close to NHS in the,26.2811,82.2473,2021,7.81,622,0,329,18,14,3.3,0,210,25,36,45,4,0.87,28,,
#N/A,8699,Uttar Pradesh,Sultanpur,Jamo,H/P located in frontof Block offi,26.3674,81.6678,2021,7.9,845,0,415,43,34,6.3,0,190,21,34,91,42,0.92,25,,
#N/A,8700,Uttar Pradesh,Sultanpur,Kadipur,H/P located in PWD guest hou,26.1699,82.3747,2021,7.83,565,0,305,21,16,5,0,220,42,29,34,4.6,0.67,29,,
#N/A,8701,Uttar Pradesh,Sultanpur,Kurebhar,H/P located in PWD guest hou,26.4087,82.1248,2021,8.21,414,0,232,14,3,0,0,150,17,26,27,4,1.2,24,,
#N/A,8702,Uttar Pradesh,Sultanpur,Kurwar,H/P located close to NHS,26.3377,81.9936,2021,7.91,607,0,354,21,6.4,7.1,0,260,29,46,29,4.1,0.91,28,,
#N/A,8703,Uttar Pradesh,Sultanpur,Lambhua,H/p located in primary school &,26.1635,82.228,2021,7.63,1114,0,354,121,38,16,0,280,38,46,101,10,0.55,28,,
#N/A,8704,Uttar Pradesh,Sultanpur,Motigarpur,H/p located on Sultanpur kadip,26.2473,82.3024,2021,8.15,466,0,244,28,14,9.1,0,210,17,41,21,3.6,1.1,25,,
#N/A,8705,Uttar Pradesh,Sultanpur,Musafir Khana,H/P located close to NHS well,26.3763,81.7996,2021,8.17,1987,0,793,135,100,71,0,580,13,132,191,5.9,1.1,29,,
#N/A,8706,Uttar Pradesh,Sultanpur,P.P. kannaicha,Block office,26.0704,82.3044,2021,7.99,509,0,317,14,2.2,5.2,0,240,42,34,17,3.5,0.79,30,,
#N/A,8707,Uttar Pradesh,Sultanpur,P.P. kannaicha,PWD Office Kamaicha,26.0688,82.3061,2021,7.84,551,0,268,35,18,8,0,240,38,36,24,4.3,0.86,30,,
#N/A,8708,Uttar Pradesh,Sultanpur,P.P. kannaicha,Lat. 26.068823 Long. 82.3070,26.0688,82.3071,2021,8.04,487,0,305,14,2.9,0,0,230,42,31,18,4.8,1.1,26,,
#N/A,8709,Uttar Pradesh,Sultanpur,Sangrampur,H/P located in the BDO office o,26.0773,81.838,2021,8.42,945,30,384,64,52,0.6,0,270,13,58,104,9.1,1.1,26,,
#N/A,8710,Uttar Pradesh,Sultanpur,Shahgarh,H/P located near chaurasia and,26.2548,81.7758,2021,7.84,646,0,293,64,12,0.55,0,270,25,50,28,8.6,0.96,30,,
#N/A,8711,Uttar Pradesh,Sultanpur,Shukul Bazar,"Near NHS, within  Police Statio",26.6082,81.5768,2021,7.79,443,0,232,14,11,11,0,200,42,24,11,3.2,0.46,30,,
#N/A,8712,Uttar Pradesh,Unnao,Auras,Block Office,26.9146,80.5021,2021,7.87,737,0,354,43,54,0,0,200,40,24,92,3.3,0.74,27,,
#N/A,8713,Uttar Pradesh,Unnao,Ganj Moradabad,Block Office,26.9595,80.1841,2021,8.05,353,0,195,14,5,5,0,120,20,17,29,3,0.3,39,,
#N/A,8714,Uttar Pradesh,Unnao,Bangarmau,Block Office,26.8488,80.3121,2021,7.63,613,0,329,14,16,18,0,200,56,14,51,3.5,0.37,39,,
#N/A,8715,Uttar Pradesh,Unnao,Fatehpur Chaurasi,Block Office,26.7953,80.2717,2021,7.73,395,0,207,21,13,0,0,170,48,12,16,2.4,0.47,40,,
#N/A,8716,Uttar Pradesh,Unnao,Safipur,Block Office,26.6328,80.3197,2021,7.74,689,0,232,21,31,69,0,240,56,24,31,4.7,0.77,36,,
#N/A,8717,Uttar Pradesh,Unnao,Hasanganj,Block Office,26.7728,80.6314,2021,8.01,531,0,207,43,30,5,0,160,20,26,44,4.2,0.76,37,,
#N/A,8718,Uttar Pradesh,Unnao,Miyanganj,Block Office,26.8022,80.4844,2021,7.83,441,0,256,14,11,0,0,170,40,17,30,4.8,0.44,36,,
#N/A,8719,Uttar Pradesh,Unnao,Asoha,Near Block Office,26.5873,80.83,2021,8.14,3303,0,146,652,706,0,0,240,44,31,725,8.6,0,39,,
#N/A,8720,Uttar Pradesh,Unnao,Nawabganj,Block Office,26.6211,80.6759,2021,7.83,2003,0,488,199,313,13,0,200,44,22,390,7.2,0.6,36,,
#N/A,8721,Uttar Pradesh,Unnao,Bichhiya,Block Office,26.5353,80.6252,2021,7.93,663,0,342,28,7.6,0,0,240,32,38,36,6.2,0.61,36,,
#N/A,8722,Uttar Pradesh,Unnao,Purwa,Block Office,26.46,80.7667,2021,7.89,904,0,415,71,40,29,0,310,12,67,86,2.4,1,38,,
#N/A,8723,Uttar Pradesh,Unnao,Hilauli,Block Office,26.4568,80.9411,2021,8.11,715,0,293,50,37,5,0,170,16,31,82,6.2,0,29,,
#N/A,8724,Uttar Pradesh,Unnao,Sumerpur,Block Office,26.2817,80.8072,2021,8.48,1087,24,549,43,43,0,0,70,8,12,240,4.2,1.1,30,,
#N/A,8725,Uttar Pradesh,Unnao,Bighapur,Block Office,26.3522,80.6653,2021,8.05,517,0,268,21,5,0,0,170,16,31,38,4.5,1.1,32,,
#N/A,8726,Uttar Pradesh,Unnao,Sikandarpur Karan,Block Office,26.4407,80.5485,2021,7.62,585,0,354,14,5.7,0,0,210,44,24,47,4.9,0.47,36,,
#N/A,8727,Uttar Pradesh,Unnao,Sikandarpur Sarausi,Block Office,26.5343,80.4513,2021,7.79,630,0,317,14,53,0,0,200,36,26,66,3.7,0.99,36,,
#N/A,8728,Uttar Pradesh,Varanasi,Arajiline,In primise of block office,25.2722,82.8514,2021,7.93,599,0,390,14,5.8,0.35,0,130,12,24,140,3,0.51,22,,
#N/A,8729,Uttar Pradesh,Varanasi,Baragaon,In primise of block office,25.4297,82.8061,2021,7.58,805,0,390,50,37,6.26,0,300,20,60,115,5.7,0.56,31,,
#N/A,8730,Uttar Pradesh,Varanasi,Chiraigaon,In primise of block office,25.3803,83.0558,2021,7.87,687,0,403,14,3.7,0,0,260,12,55,105,2.5,0.46,26,,
#N/A,8731,Uttar Pradesh,Varanasi,Cholapur,In primise of block office,25.4967,82.9972,2021,8.18,310,0,183,14,27,2.9,0,150,12,29,25,2,0.57,26,,
#N/A,8732,Uttar Pradesh,Varanasi,Harhuwa,In primise of block office,25.3997,82.97,2021,8.11,293,0,183,7.1,2.7,4.7,0,130,8,26,41,2,0.23,30,,
#N/A,8733,Uttar Pradesh,Varanasi,Kashi Vidya Peeth,"50m beside of block office, bes",25.3064,82.9628,2021,8.37,1118,18,244,135,84,46,0,380,8,86,131,5.3,0.8,26,,
#N/A,8734,Uttar Pradesh,Varanasi,Pindra,In primise of block office,25.4644,82.8869,2021,8.43,583,18,293,14,14,11,0,270,8,60,110,3.5,0.36,31,,
#N/A,8735,Uttar Pradesh,Varanasi,Sewapuri,In primise of block office,25.3661,82.7481,2021,7.71,470,0,317,7.1,2.2,1.8,0,100,20,12,51,2.5,0.56,28,,
#N/A,8736,Uttrakhand,Dehradun,Raipur,Soda Sarauli,30.2766667,78.13944444,2021,7.67,270,Nil,85,7,40,5.56,nd,100,20,12,14,0,0,27,,
#N/A,8737,Uttrakhand,Dehradun,Raipur,Balliwala,30.3241667,78.01055556,2021,7.71,677,Nil,293,21,60,0,nd,320,68,36,10,0,0,15,,
#N/A,8738,Uttrakhand,Dehradun,Doiwala,Lal Tappar,30.11972,78.17389,2021,7.89,697,Nil,207,7,110,0,nd,290,60,34,7,1.2,0,16,,
#N/A,8739,Uttrakhand,Dehradun,Doiwala,Dujjiawala,30.17222,78.23361,2021,7.6,327,Nil,98,14,55,0,nd,140,16,24,12,0,0,15,,
#N/A,8740,Uttrakhand,Dehradun,Doiwala,Kotimaichak,30.24472,78.20833,2021,7.73,200,Nil,98,7,34,0,nd,110,16,17,10,0,0,14,,
#N/A,8741,Uttrakhand,Dehradun,Doiwala,Khadak Maaf,30.06444,78.22333,2021,7.75,460,Nil,207,7,46,0,nd,200,36,26,18,0,0,13,,
#N/A,8742,Uttrakhand,Dehradun,Doiwala,Mothrowala,30.26528,78.0325,2021,7.72,687,Nil,305,35,50,0,nd,330,68,38,16,1.3,0,20,,
#N/A,8743,Uttrakhand,Dehradun,Sahaspur,Jhajra,30.4386111,77.74777778,2021,7.11,220,Nil,61,7,46,0,0.35,90,16,12,12,0,0,22,,
#N/A,8744,Uttrakhand,Dehradun,Sahaspur,Badowala,30.3005556,77.95333333,2021,7.55,715,Nil,305,28,60,0,nd,350,76,38,8,0,0,28,,
#N/A,8745,Uttrakhand,Dehradun,Sahaspur,Bhatta,30.4358333,78.085,2021,7.74,506,Nil,268,14,53,0,nd,300,48,43,4,0,0,16,,
#N/A,8746,Uttrakhand,Dehradun,Vikas Nagar,Herbertpur,30.4366667,77.74277778,2021,7.4,296,Nil,110,7,44,0,nd,140,32,14,6,2.5,0,18,,
#N/A,8747,Uttrakhand,Dehradun,Vikas Nagar,Dharmawala,30.4175,77.72805556,2021,8.63,405,12,122,28,33,0,nd,140,28,17,25,0,0,24,,
#N/A,8748,Uttrakhand,Dehradun,Vikas Nagar,Vikas Nagar,30.4777778,77.78833333,2021,7.41,260,Nil,98,7,31,0,nd,110,24,12,8,0,0,18,,
#N/A,8749,Uttrakhand,Dehradun,Vikas Nagar,Jamuna Pull/ Barwala,30.5161111,77.83555556,2021,7.09,238,Nil,110,7,10,6.5,nd,100,20,12,10,0,0,20,,
#N/A,8750,Uttrakhand,Nainital,Ramnagar,Maldhan Colony,29.3197222,78.96277778,2021,7.82,540,nil,342,21,6.2,0,nd,270,76,19,17,0,0.1,25,,
#N/A,8751,Uttrakhand,Nainital,Ramnagar,Peeru Madara,29.3363889,79.06333333,2021,7.84,460,nil,207,43,21,13,nd,230,52,24,10,2,0,23,,
#N/A,8752,Uttrakhand,Nainital,Ramnagar,Dhela,"29°25'05""","79°00'00""",2021,7.61,620,nil,342,21,32,5,nd,330,68,39,12,1.8,0,22,,
#N/A,8753,Uttrakhand,Nainital,Ramnagar,Garjia,29.4886111,79.14194444,2021,8.05,425,nil,238,14,28,0,nd,230,64,17,8,1.9,0,16,,
#N/A,8754,Uttrakhand,Nainital,Ramnagar,Belparao,29.3113889,79.21,2021,7.79,590,nil,342,14,37,0,nd,330,68,39,7,1.3,0,24,,
#N/A,8755,Uttrakhand,Nainital,Ramnagar,Dhoniya,29.3861111,79.28694444,2021,7.83,720,nil,317,21,110,0,nd,400,84,46,8.3,1.1,0,18,,
#N/A,8756,Uttrakhand,Nainital,Haldwani,Kaladhungi,29.3025,79.54472222,2021,7.89,590,nil,317,14,61,0,nd,330,60,44,5.1,1.2,0,18,,
#N/A,8757,Uttrakhand,Nainital,Haldwani,Lamachaur,29.2286111,79.41305556,2021,8.07,415,nil,244,11,2.8,0,nd,210,64,12,5,1.1,0,11,,
#N/A,8758,Uttrakhand,Nainital,Haldwani,Lalkuan,29.0744444,79.52222222,2021,7.71,515,nil,268,14,25,12,nd,270,80,17,5.6,2.5,0,31,,
#N/A,8759,Uttrakhand,Nainital,Haldwani,Khat Baans,,,2021,7.86,486,nil,281,14,12,12,nd,260,84,12,7.7,1.3,0,18,,
#N/A,8760,Uttrakhand,Nainital,Haldwani,Kathgodam,,,2021,7.67,580,nil,293,25,33,20,nd,290,72,27,18,3.9,0,19,,
#N/A,8761,Uttrakhand,Nainital,Bhimtal,Kudagath,29.3708333,79.48694444,2021,8.27,440,nil,244,14,19,1.2,nd,245,28,43,0,0,0,10,,
#N/A,8762,Uttrakhand,Nainital,Bhimtal,Sipahi Dhara,29.3713889,79.46333333,2021,8.05,680,nil,281,28,100,11,nd,360,52,56,12,2.6,0,11,,
#N/A,8763,Uttrakhand,Nainital,Bhimtal,Ranibagh,29.2925,79.55111111,2021,7.87,360,nil,183,21,12,0,nd,190,36,24,4.6,1.4,0,32,,
#N/A,8764,Uttrakhand,Nainital,Bhimtal,Garam Pani,29.4805556,79.48194444,2021,7.76,190,nil,110,7.1,5.1,0,nd,100,12,17,0,0,0,14,,
#N/A,8765,Uttrakhand,Almora,Tarikhet,Goluchheea,,,2021,7.44,258,nil,122,7,17,1.11,nil,120,24,14,5,4,0.19,29,,
#N/A,8766,Uttrakhand,Almora,Hawalbagh,Dwarsu Naulla,,,2021,7.11,217,nil,85,14,11,11,nil,100,20,12,5,3.3,0,11,,
#N/A,8767,Uttrakhand,Almora,Hawalbagh,Kaurali,,,2021,7.1,300,nil,61,28,15,43,1.32,120,28,12,5.8,12.5,0.11,20,,
#N/A,8768,Uttrakhand,Almora,Hawalbagh,Dhara Naula,29.5708333,79.67638889,2021,7.25,430,nil,85,57,23,50,0.63,150,44,10,23,15,0,25,,
#N/A,8769,Uttrakhand,Almora,Hawalbagh,Palna,29.5708333,79.67638889,2021,7.13,289,nil,85,28,9,27,nil,110,,12,14,6,0.16,30,,
#N/A,8770,Uttrakhand,Almora,Hawalbagh,Rupu Dhara,,,2021,7.42,249,nil,134,7,6,0,0.39,120,28,12,5,0,nil,19,,
#N/A,8771,Uttrakhand,Almora,Hawalbagh,Paitsaal,,,2021,7.16,136,nil,61,7,10,0,nil,50,12,5,10,2.4,0,21,,
#N/A,8772,Uttrakhand,Almora,Hawalbagh,Jholi,29.6319444,79.60083333,2021,7.26,183,nil,61,14,19,0,nil,80,16,10,7,2.2,0,27,,
#N/A,8773,Uttrakhand,Almora,Hawalbagh,Itola,29.6619444,79.60833333,2021,7.4,183,nil,85,7,7,7,nil,80,20,7,8,0,0,16,,
#N/A,8774,Uttrakhand,Almora,Takula,Bhoolgaon,29.7994444,79.68138889,2021,7.73,787,nil,390,28,9,34,nil,330,60,43,19,25,0.87,15,,
#N/A,8775,Uttrakhand,Almora,Takula,Chinoda,29.8055556,79.61638889,2021,7.52,203,nil,110,7,5,0,nil,100,28,7,5,0,0.36,20,,
#N/A,8776,Uttrakhand,Almora,Takula,Guruda,29.8302778,79.60638889,2021,7.11,98,nil,37,7,6,0,nil,50,4,10,2,0,0.19,27,,
#N/A,8777,Uttrakhand,Almora,Takula,Lodh,29.7858333,79.52555556,2021,7.65,215,nil,110,7,5,0,nil,100,20,12,5,1,0.2,25,,
#N/A,8778,Uttrakhand,Almora,Dwarhat,Dudholi,,,2021,7.32,90,nil,37,7,6,0,nil,40,8,5,5,0,0.17,19,,
#N/A,8779,Uttrakhand,Almora,Chakutiya,Khagsapani,,,2021,8.21,92,nil,37,7,5,0,nil,50,8,7,0,0,0,21,,
#N/A,8780,Uttrakhand,Almora,Chakutiya,Semalkhet,29.96,79.34138889,2021,7.8,360,nil,183,21,6.25,0,nil,160,36,17,14,2.4,0.26,23,,
#N/A,8781,Uttrakhand,Almora,Bhikhiasain,Naulla,29.7358333,79.25194444,2021,7.9,862,nil,268,70,57,43,nil,330,96,22,31,25,0.23,21,,
#N/A,8782,Uttrakhand,Almora,Syalde,Deghat,30.3102056,79.44286389,2021,8.56,158,24,12,14,8.3,nil,nil,50,12,5,15,2.1,0.22,15,,
#N/A,8783,Uttrakhand,Haridwar,Bahadrabad,Bahadrabad,29.9175,78.04388889,2021,7.61,501,0,232,21,46,5.3,nil,260,80,14,6.3,1,0.46,14,,
#N/A,8784,Uttrakhand,Haridwar,Bahadrabad,Shahpur Shitlakhera,29.8072222,78.13888889,2021,7.92,735,0,366,21,38,32,nil,340,84,31,12,23,NIL,21,,
#N/A,8785,Uttrakhand,Haridwar,Bahadrabad,Panjanheri,29.5869444,78.135,2021,7.76,465,0,220,28,28,7.6,nil,220,60,17,12,5.8,NIL,13,,
#N/A,8786,Uttrakhand,Haridwar,Bahadrabad,Dudhya Diyalwala,29.8030556,78.21166667,2021,7.77,506,0,281,14,29,0,nil,240,72,14,16,2.2,NIL,25,,
#N/A,8787,Uttrakhand,Haridwar,Bahadrabad,Bhogpur,29.7775,78.16888889,2021,8.06,970,0,451,57,50,13,nil,300,84,22,32,116,NIL,23,,
#N/A,8788,Uttrakhand,Haridwar,Bahadrabad,Bhopatwala,29.9815639,78.1824,2021,7.57,701,0,342,35,41,15,nil,300,72,29,34,5.2,NIL,22,,
#N/A,8789,Uttrakhand,Haridwar,Bhagwanpur,Rathaura,30.0097222,77.93777778,2021,7.67,653,0,403,14,5,0,nil,280,56,34,33,1.4,0.25,25,,
#N/A,8790,Uttrakhand,Haridwar,Bhagwanpur,Shahidwala Grant,30.0936111,77.8975,2021,7.51,616,0,281,21,6.4,45,nil,290,64,31,6.3,1.1,NIL,20,,
#N/A,8791,Uttrakhand,Haridwar,Bhagwanpur,Shahidwala Grant,30.0861111,77.98333333,2021,7.65,420,0,207,14,5.8,24,nil,210,64,12,4.1,0,NIL,20,,
#N/A,8792,Uttrakhand,Haridwar,Bhagwanpur,Bahabalpur,29.9872222,77.81027778,2021,7.94,572,0,354,14,5,0,nil,250,12,53,26,1.5,NIL,20,,
#N/A,8793,Uttrakhand,Haridwar,Bhagwanpur,Iqbalpur,29.8744444,77.8,2021,7.96,494,0,293,14,5.3,0,nil,190,44,19,34,2.1,0.67,25,,
#N/A,8794,Uttrakhand,Haridwar,Bhagwanpur,Chudiyala,29.9100417,77.76783333,2021,7.94,480,0,268,21,12,0,nil,200,40,24,27,2.7,0.6,23,,
#N/A,8795,Uttrakhand,Haridwar,Bhagwanpur,Bugawala,30.08333,77.90222,2021,7.54,572,0,329,14,6,17,nil,280,84,17,10,1.5,NIL,21,,
#N/A,8796,Uttrakhand,Haridwar,Bhagwanpur,Mohammadpur,,,2021,7.96,437,0,232,14,5.1,0,nil,90,32,2.4,56,3.7,0.4,22,,
#N/A,8797,Uttrakhand,Haridwar,Roorkee,Roorkee,29.8647222,77.89833333,2021,7.63,606,0,305,28,44,0,nil,230,52,24,41,7.5,NIL,20,,
#N/A,8798,Uttrakhand,Haridwar,Roorkee,Imlihhera,29.9347222,77.89444444,2021,7.94,515,0,232,21,9.4,0,nil,80,24,4.8,66,1.7,NIL,21,,
#N/A,8799,Uttrakhand,Haridwar,Roorkee,Nijampur,29.7280556,77.88333333,2021,7.69,581,0,305,7,28,7.6,nil,270,68,24,6.5,2.9,NIL,29,,
#N/A,8800,Uttrakhand,Haridwar,Roorkee,Landhaura,29.8083333,77.93,2021,7.54,567,0,305,21,11,17,nil,260,64,24,22,2.7,NIL,30,,
#N/A,8801,Uttrakhand,Haridwar,Roorkee,Malakpur Majra,29.8814056,77.90735556,2021,8.01,473,0,244,14,5.5,0,nil,90,28,4.8,62,1.7,NIL,26,,
#N/A,8802,Uttrakhand,Haridwar,Laksar,Laksar,29.7586111,78.03666667,2021,7.56,669,0,403,14,8.9,5,nil,260,52,31,44,4.2,NIL,22,,
#N/A,8803,Uttrakhand,Haridwar,Narsan,Jhabrera,29.8075,77.77583333,2021,7.44,889,0,342,142,11,0,nil,380,92,36,39,6.3,NIL,26,,
#N/A,8804,Uttrakhand,Haridwar,Narsan,Libberhedi,29.7636111,77.86861111,2021,7.8,353,0,122,21,25,7,nil,150,40,12,4.6,3.8,0.24,19,,
#N/A,8805,Uttrakhand,Haridwar,Narsan,Sikhar,29.7619444,77.92416667,2021,7.79,621,0,354,14,12,20,nil,300,84,22,16,3.9,NIL,33,,
#N/A,8806,Uttrakhand,Haridwar,Narsan,Khera Jat,29.6827778,77.81194444,2021,7.83,426,0,220,14,24,0,nil,210,56,17,6.9,4.2,NIL,29,,
#N/A,8807,Uttrakhand,Haridwar,Khanpur,Goverdhanpur,29.7097222,77.96388889,2021,7.55,692,0,427,14,8.2,0,nil,130,44,4.8,111,4.7,NIL,23,,
#N/A,8808,Uttrakhand,Pauri Garhwal,,Kaudiya (Kotdwar),29.7311111,78.5075,2021,7.39,594,0,281,28,25,34,nil,270,96,7.2,23,1.2,NIL,17,,
#N/A,8809,Uttrakhand,Uttarkashi,Chinyalisaur,Dharasu,30.6002778,78.31472222,2021,7.84,382,0,195,14,14,0,nil,140,40,10,21,5.5,NIL,16,,
